"Channel","Station","Year","station.trt","channel.trt","Functional","Cover"
"Channel 19","Station 02 + 04","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",7
"Channel 19","Station 02 + 04","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.625
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",2.8125
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.25
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",4.5
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",18.25
"Channel 19","Station 02 + 04","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",9.5
"Channel 19","Station 02 + 52","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",1.25
"Channel 19","Station 02 + 52","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",1
"Channel 19","Station 02 + 52","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",2.25
"Channel 19","Station 02 + 52","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",6.41666666666667
"Channel 19","Station 02 + 52","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",49.1666666666667
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.833333333333333
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.833333333333333
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",2.25
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",41.6666666666667
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.5
"Channel 19","Station 02 + 52","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",55
"Channel 19","Station 02 + 52","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.833333333333333
"Channel 19","Station 02 + 52","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.833333333333333
"Channel 19","Station 02 + 52","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.91666666666667
"Channel 19","Station 02 + 52","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",23.1666666666667
"Channel 19","Station 02 + 52","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",49.1666666666667
"Channel 19","Station 02 + 52","2014-11-01","No treatment","Channel 19: Upland treatment","Annual forb",3.875
"Channel 19","Station 02 + 52","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",10
"Channel 19","Station 02 + 52","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",11.75
"Channel 19","Station 02 + 52","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",38.25
"Channel 19","Station 02 + 52","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",40.625
"Channel 19","Station 02 + 52","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.125
"Channel 19","Station 02 + 52","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",5.625
"Channel 19","Station 02 + 52","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",22.125
"Channel 19","Station 02 + 52","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.25
"Channel 19","Station 02 + 52","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",28.125
"Channel 19","Station 02 + 52","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",6.3125
"Channel 19","Station 02 + 52","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",38.25
"Channel 19","Station 02 + 52","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.625
"Channel 19","Station 02 + 52","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",16.25
"Channel 19","Station 02 + 52","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",35
"Channel 19","Station 02 + 52","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",8.75
"Channel 19","Station 02 + 52","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",23.25
"Channel 19","Station 02 + 52","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",4.375
"Channel 19","Station 02 + 52","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",58.125
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.833333333333333
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.0833333333333333
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.91666666666667
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",4.66666666666667
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",3.33333333333333
"Channel 19","Station 03 + 63","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",59.1666666666667
"Channel 19","Station 03 + 63","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",7.91666666666667
"Channel 19","Station 03 + 63","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",4.66666666666667
"Channel 19","Station 03 + 63","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",14.25
"Channel 19","Station 03 + 63","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",17.9166666666667
"Channel 19","Station 03 + 63","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",65.5
"Channel 19","Station 03 + 63","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",2.66666666666667
"Channel 19","Station 03 + 63","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",6.75
"Channel 19","Station 03 + 63","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",10.75
"Channel 19","Station 03 + 63","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",15.4166666666667
"Channel 19","Station 03 + 63","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",76.25
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.75
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.25
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",12.625
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",9.5
"Channel 19","Station 03 + 63","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",34.375
"Channel 19","Station 03 + 63","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.25
"Channel 19","Station 03 + 63","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.75
"Channel 19","Station 03 + 63","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",9
"Channel 19","Station 03 + 63","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",1.5
"Channel 19","Station 03 + 63","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",43.75
"Channel 19","Station 03 + 63","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 03 + 63","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 03 + 63","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",19
"Channel 19","Station 03 + 63","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",1.375
"Channel 19","Station 03 + 63","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",16.875
"Channel 19","Station 03 + 63","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",8.125
"Channel 19","Station 03 + 63","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.625
"Channel 19","Station 03 + 63","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",7.625
"Channel 19","Station 03 + 63","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.875
"Channel 19","Station 03 + 63","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",92.5
"Channel 19","Station 03 + 98","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.0833333333333333
"Channel 19","Station 03 + 98","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.583333333333333
"Channel 19","Station 03 + 98","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.666666666666667
"Channel 19","Station 03 + 98","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",6.58333333333333
"Channel 19","Station 03 + 98","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",13.75
"Channel 19","Station 03 + 98","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.25
"Channel 19","Station 03 + 98","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1
"Channel 19","Station 03 + 98","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",31.75
"Channel 19","Station 03 + 98","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",18
"Channel 19","Station 03 + 98","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",2.5
"Channel 19","Station 03 + 98","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.416666666666667
"Channel 19","Station 03 + 98","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.666666666666667
"Channel 19","Station 03 + 98","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",34.6666666666667
"Channel 19","Station 03 + 98","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",22.9166666666667
"Channel 19","Station 03 + 98","2014-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 03 + 98","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 03 + 98","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.625
"Channel 19","Station 03 + 98","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",65.75
"Channel 19","Station 03 + 98","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",15.75
"Channel 19","Station 03 + 98","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.875
"Channel 19","Station 03 + 98","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",12.625
"Channel 19","Station 03 + 98","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",11.25
"Channel 19","Station 03 + 98","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 03 + 98","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",32.625
"Channel 19","Station 03 + 98","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",27
"Channel 19","Station 03 + 98","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",8.125
"Channel 19","Station 03 + 98","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",20.625
"Channel 19","Station 03 + 98","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",8.125
"Channel 19","Station 05 + 00","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.333333333333333
"Channel 19","Station 05 + 00","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.75
"Channel 19","Station 05 + 00","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",9.5
"Channel 19","Station 05 + 00","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",7.08333333333333
"Channel 19","Station 05 + 00","2012-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.833333333333333
"Channel 19","Station 05 + 00","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.583333333333333
"Channel 19","Station 05 + 00","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",9.66666666666667
"Channel 19","Station 05 + 00","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",40.9166666666667
"Channel 19","Station 05 + 00","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",9.66666666666667
"Channel 19","Station 05 + 00","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.5
"Channel 19","Station 05 + 00","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.0833333333333333
"Channel 19","Station 05 + 00","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.5
"Channel 19","Station 05 + 00","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",12.25
"Channel 19","Station 05 + 00","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",4.625
"Channel 19","Station 05 + 00","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.625
"Channel 19","Station 05 + 00","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",42.875
"Channel 19","Station 05 + 00","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",4.5
"Channel 19","Station 05 + 00","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.625
"Channel 19","Station 05 + 00","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",13.25
"Channel 19","Station 05 + 00","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.25
"Channel 19","Station 05 + 00","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.75
"Channel 19","Station 05 + 00","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.625
"Channel 19","Station 05 + 00","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",31.875
"Channel 19","Station 05 + 00","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.875
"Channel 19","Station 05 + 00","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",0.625
"Channel 19","Station 05 + 00","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",4.375
"Channel 19","Station 05 + 00","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",21.25
"Channel 19","Station 05 + 00","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",5.375
"Channel 19","Station 05 + 00","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",31.25
"Channel 19","Station 05 + 00","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",17
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.0833333333333333
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.166666666666667
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.0833333333333333
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.16666666666667
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",5.83333333333333
"Channel 19","Station 05 + 09","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",17.9166666666667
"Channel 19","Station 05 + 09","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.0833333333333333
"Channel 19","Station 05 + 09","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.166666666666667
"Channel 19","Station 05 + 09","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",9.41666666666667
"Channel 19","Station 05 + 09","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",12.1666666666667
"Channel 19","Station 05 + 09","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",49.5833333333333
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.416666666666667
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.916666666666667
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.0833333333333333
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",6.75
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.33333333333333
"Channel 19","Station 05 + 09","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",77.5
"Channel 19","Station 05 + 09","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",4.5
"Channel 19","Station 05 + 09","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 05 + 09","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",22.75
"Channel 19","Station 05 + 09","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",13.125
"Channel 19","Station 05 + 09","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",64.375
"Channel 19","Station 05 + 09","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 05 + 09","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.5
"Channel 19","Station 05 + 09","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",5.25
"Channel 19","Station 05 + 09","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",5.125
"Channel 19","Station 05 + 09","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",28.125
"Channel 19","Station 05 + 09","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",4.375
"Channel 19","Station 05 + 09","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",9.625
"Channel 19","Station 05 + 09","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.75
"Channel 19","Station 05 + 09","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",70.625
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",1.25
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.75
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.625
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",7.5
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",36.875
"Channel 19","Station 05 + 09","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",49.375
"Channel 19","Station 05 + 62","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.25
"Channel 19","Station 05 + 62","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.666666666666667
"Channel 19","Station 05 + 62","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.416666666666667
"Channel 19","Station 05 + 62","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.83333333333333
"Channel 19","Station 05 + 62","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",0.5
"Channel 19","Station 05 + 62","2012-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.416666666666667
"Channel 19","Station 05 + 62","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.583333333333333
"Channel 19","Station 05 + 62","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.41666666666667
"Channel 19","Station 05 + 62","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",11.3333333333333
"Channel 19","Station 05 + 62","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",2.91666666666667
"Channel 19","Station 05 + 62","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.0833333333333333
"Channel 19","Station 05 + 62","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",1.25
"Channel 19","Station 05 + 62","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.583333333333333
"Channel 19","Station 05 + 62","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",13.9166666666667
"Channel 19","Station 05 + 62","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.833333333333333
"Channel 19","Station 05 + 62","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",23.125
"Channel 19","Station 05 + 62","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.875
"Channel 19","Station 05 + 62","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",8.75
"Channel 19","Station 05 + 62","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.875
"Channel 19","Station 05 + 62","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.0625
"Channel 19","Station 05 + 62","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.875
"Channel 19","Station 05 + 62","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",6.75
"Channel 19","Station 05 + 62","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",1.375
"Channel 19","Station 05 + 62","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.75
"Channel 19","Station 05 + 62","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.5625
"Channel 19","Station 05 + 62","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",2
"Channel 19","Station 05 + 62","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",19
"Channel 19","Station 05 + 62","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.875
"Channel 19","Station 05 + 62","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",14.375
"Channel 19","Station 05 + 62","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 05 + 62","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",13.875
"Channel 19","Station 05 + 62","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.75
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.0833333333333333
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.25
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.166666666666667
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",2.16666666666667
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",17.9166666666667
"Channel 19","Station 06 + 13","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",6.25
"Channel 19","Station 06 + 13","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",3.08333333333333
"Channel 19","Station 06 + 13","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.5
"Channel 19","Station 06 + 13","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",8.83333333333333
"Channel 19","Station 06 + 13","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",24.5833333333333
"Channel 19","Station 06 + 13","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",10.4166666666667
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.416666666666667
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.166666666666667
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.0833333333333333
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",15.4166666666667
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.5
"Channel 19","Station 06 + 13","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",26.6666666666667
"Channel 19","Station 06 + 13","2014-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.25
"Channel 19","Station 06 + 13","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",5
"Channel 19","Station 06 + 13","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.625
"Channel 19","Station 06 + 13","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",23.25
"Channel 19","Station 06 + 13","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.625
"Channel 19","Station 06 + 13","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.375
"Channel 19","Station 06 + 13","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",16.375
"Channel 19","Station 06 + 13","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.625
"Channel 19","Station 06 + 13","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 06 + 13","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.25
"Channel 19","Station 06 + 13","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",18.875
"Channel 19","Station 06 + 13","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.125
"Channel 19","Station 06 + 13","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",3.75
"Channel 19","Station 06 + 13","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",7.5
"Channel 19","Station 06 + 13","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",4.5
"Channel 19","Station 06 + 13","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.75
"Channel 19","Station 06 + 13","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",7.5
"Channel 19","Station 06 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.83333333333333
"Channel 19","Station 06 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",2.91666666666667
"Channel 19","Station 06 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",38.9166666666667
"Channel 19","Station 06 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.416666666666667
"Channel 19","Station 06 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.166666666666667
"Channel 19","Station 06 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",17.6666666666667
"Channel 19","Station 06 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",8.75
"Channel 19","Station 06 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",49.1666666666667
"Channel 19","Station 06 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.5
"Channel 19","Station 06 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.41666666666667
"Channel 19","Station 06 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",59.1666666666667
"Channel 19","Station 06 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",16.25
"Channel 19","Station 06 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 06 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",5.625
"Channel 19","Station 06 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",33.75
"Channel 19","Station 06 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 06 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",12.125
"Channel 19","Station 06 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",3.75
"Channel 19","Station 06 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.25
"Channel 19","Station 06 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.375
"Channel 19","Station 06 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",46.25
"Channel 19","Station 06 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.625
"Channel 19","Station 06 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",3.75
"Channel 19","Station 06 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.75
"Channel 19","Station 06 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",30
"Channel 19","Station 06 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",34.375
